REFERENCIA;STOCK;PRECIO;IVA;PROSPECTO;EAN13;DESCRIPCION;PC;FAMILIA;CATEGORIA;SUBCATEGORIA;LABORATORIO;PVP2;UBICACION
185977;0;60.50;3;;8437015942278;MARTIDERM DSP-BRIGHT 30 AMPOLLAS 2 ML;31.79;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
185978;2;49.95;3;;8437015942285;MARTIDERM GF VITAL-AGE NIGHT CREAM 1 ENVASE 50 ML;22.34;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
185979;0;78.35;3;;8437015942308;MARTIDERM EPIGENCE 145 SLEEPING CREAM 1 ENVASE 50 ML;0.00;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
185980;7;72.95;3;;8436589052468;MARTIDERM SKIN COMPLEX ADVANCED  30 AMPOLLAS 2 ML;32.38;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
185981;0;66.80;3;;8437015942322;MARTIDERM PROTEUM SERUM  1 ENVASE CRISTAL 30 ML;30.92;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
185982;0;78.35;3;;8437015942292;MARTIDERM EPIGENCE 145 CREAM 1 ENVASE 50 ML;42.64;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
186037;0;10.95;2;;3401562465875;AZEOL SPRAY  1 ENVASE 15 ML;6.39;Productos Varios;;;PILEJE S.L.U.;0.00;     
186073;1;38.95;2;;8470001860736;INMUNOFERON 90 CAPSULAS;23.52;Productos Varios;;;INDUSTRIAL FARMACEUTICA CANTABRIA S.A.;0.00;     
186074;0;27.95;2;;8470001860743;INMUNOFERON 45 SOBRES;17.28;Productos Varios;;;INDUSTRIAL FARMACEUTICA CANTABRIA S.A.;0.00;     
186125;0;35.50;3;;8470001861252;AUTOTEST VIH 1 UNIDAD;18.75;Productos Varios;;;VIATRIS PHARMACEUTICALS S.L.U.;0.00;     
186141;0;22.95;3;;8470001861412;ISDIN HYDRATION UREADIN LOTION 10 1 ENVASE 750 ML;11.94;Parafarmacia;;;ISDIN, S.A.;0.00;     
186240;0;16.95;3;;8470001862402;VISIONLUX PLUS GOTAS OFTALMICAS 1 ENVASE 10 ML;9.11;Productos Varios;;;LLORENS LABORATORIO,S.L.;0.00;     
186277;0;4.00;2;;4005800187834;HANSAPLAST DISNEY APOSITO ADHESIVO FROZEN 20 U;1.73;Parafarmacia;;;BEIERSDORF S.A.;0.00;     
186278;15;4.00;2;;8410558002913;HANSAPLAST DISNEY APOSITO ADHESIVO MICKEY MOUSE 20 U;2.23;Parafarmacia;;;BEIERSDORF S.A.;0.00;     
186326;1;23.70;3;;4052199266602;VEROVAL AUTOTEST DROGAS 1 UNIDAD;11.75;Productos Varios;;;LABORATORIOS HARTMANN S.A.;0.00;CAJON
186374;0;13.50;2;;8436000680805;COLAGENO CON MAGNESIO ANA MARIA LAJUSTICIA 20 STICKS 5 G SAB;7.93;Productos Varios;;;DISTRIBUCIONES FELIU S.L.;0.00;     
186378;0;9.95;2;;8470001863782;SONODINA ADVANCE 30 COMPRIMIDOS;5.10;Productos Varios;;;ANGELINI PHARMA ESPAÑA S.L.U.;0.00;     
186380;0;16.95;2;;8470001863805;SONODINA ADVANCE 60 COMPRIMIDOS;7.64;Productos Varios;;;ANGELINI PHARMA ESPAÑA S.L.U.;0.00;     
186456;1;19.95;3;;8006540887073;CEPILLO DENTAL ELECTRICO RECARGABLE ORAL-B SENSITIVE CLEAN R;10.78;Parafarmacia;;;PROCTER AND GAMBLE ESPAÑA, S.A;0.00;
186465;1;9.80;3;;5054563054975;PARODONTAX COMPLETE PROTECTION EXTRA FRESH 1 ENVASE 75 ML;4.40;Parafarmacia;;;HALEON SPAIN S.A.;0.00;     
186642;0;0.50;3;;8470001866424;JERINGA C AGUJA ESTERIL APOSAN G21 UI 0.8 X 40 MM 5 ML;0.15;Productos Varios;;;GRUPO COFARES;0.00;     
186949;0;15.95;3;;5420008514388;AROMAPIC ROLL ON CITRONELA PLUS 1 ENVASE 75 ML;8.06;Parafarmacia;;;PRANAROM ESPAÑA S.L.U.;0.00;     
187078;1;10.95;2;;8470001870780;MOVITEX 60 CAPSULAS;6.32;Productos Varios;;;LABORATORIOS COMBIX S.L.U.;0.00;     
187089;2;27.95;3;;4005800126529;EUCERIN SUN PROTECTION 50 SPRAY TRANSPARENTE DRY TOUCH SENSI;14.83;Parafarmacia;;;BEIERSDORF S.A.;0.00;     
187182;1;5.95;3;;8435520000353;PHB FLOSSER INFANTIL HILO DENTAL CON APLICADOR 16 UNIDADES;2.43;Parafarmacia;;;PREVENCION E HIGIENE BUCAL (PHB) S.L.;0.00;     
187223;0;63.95;2;;8434048437801;FAJA SACROLUMBAR AIRTEX TRANSPIRABLE TALLA UNICA 1 UNIDAD CO;39.11;Productos Varios;;;PRIM S.A.;0.00;     
187257;0;16.95;3;;8470001872579;LACTACYD PEDIATRICO 1 ENVASE 200 ML;9.30;Productos Varios;;;PERRIGO ESPAÑA S.A.;0.00;     
187303;0;17.95;2;;8470001873033;MULTICENTRUM PLUS GINSENG Y GINKGO 30 COMPRIMIDOS;10.74;Productos Varios;;;HALEON SPAIN S.A.;0.00;     
187384;0;27.95;3;;4005800145193;EUCERIN SUN PROTECTION 50 FLUID PHOTOAGING CONTROL 1 ENVASE;14.14;Parafarmacia;;;BEIERSDORF S.A.;0.00;     
187464;1;22.00;2;;8033959760246;LUBRISTIL INTENSE SOLUCION OFTALMICA 30 ENVASES UNIDOSIS;13.45;Productos Varios;;;ANGELINI PHARMA ESPAÑA S.L.U.;0.00;     
187482;3;27.95;3;;4005800005572;EUCERIN SUN PROTECTION 50 SPRAY TRANSPARENTE SENSITIVE PROTE;14.83;Parafarmacia;;;BEIERSDORF S.A.;0.00;     
187552;1;5.95;2;;8470001875525;MIMETIK APOSITO LIQUIDO  1.5 G;3.41;Parafarmacia;;;INDUSTRIAS BETER S.A.;0.00;     
187619;1;36.95;3;;8437015942360;MARTIDERM EYE CORRECT 2 TUBOS 10 ML;0.00;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
187640;0;19.95;3;;3337875840620;CERAVE LOCION HIDRATANTE DE ROSTRO SPF 25 1 ENVASE 52 ML;10.36;Parafarmacia;;;CERAVE - L´OREAL ESPAÑA, S.A.;0.00;     
187652;1;17.50;3;;3337875597357;CERAVE GEL LIMPIADOR ESPUMOSO 1 ENVASE 473 ML;9.22;Parafarmacia;;;CERAVE - L´OREAL ESPAÑA, S.A.;0.00;     
187699;0;20.95;2;;8470001876997;ESTILA FORTE TOALLITAS 28 TOALLITAS + 1 ALMOHADILLA;12.96;Productos Varios;;;ANGELINI PHARMA ESPAÑA S.L.U.;0.00;     
187819;4;27.95;3;;8429420306752;ISDIN FOTOPROTECTOR FUSION WATER COLOR MEDIUM 1 ENVASE 50 ML;14.91;Parafarmacia;;;ISDIN, S.A.;0.00;     
187926;2;26.95;3;;4005800203381;EUCERIN PH5 LOCION HIDRATANTE ULTRALIGERA 1 ENVASE 1000 ML;13.59;Parafarmacia;;;BEIERSDORF S.A.;0.00;     
187952;2;9.50;3;;4005800160974;EUCERIN DESODORANTE 0% ALUMINIO 1 ROLL ON 50 ML;4.86;Parafarmacia;;;BEIERSDORF S.A.;0.00;     
187961;0;22.50;2;;8470001879615;SLIM DRENANTE 1 FRASCO 500 ML SABOR PINA;15.70;Productos Varios;;;REIG JOFRE, S.A.;0.00;     
188127;1;21.95;2;;8470001881274;AQUORAL LIPO SOLUCION OFTALMICA LUBRICANTE ANTIOXIDANTE ESTE;13.30;Productos Varios;;;ESTEVE PHARMACEUTICALS S.A.;0.00;     
188298;0;15.95;3;;8436540337627;RS7 FISIOFORTE  1 TUBO 200 ML;7.87;Dermofarmacia;;;REVA HEALTH S.L.;0.00;     
188362;2;16.94;2;;8434048105748;RODILLERA PRIM AQTIVO SKIN ELASTICA 1 UNIDAD TALLA S;8.97;Productos Varios;;;PRIM S.A.;0.00;     
188363;1;16.00;2;;8434048105731;RODILLERA PRIM AQTIVO SKIN ELASTICA 1 UNIDAD TALLA M;8.97;Productos Varios;;;PRIM S.A.;0.00;     
188364;1;15.95;2;;8434048105724;RODILLERA PRIM AQTIVO SKIN ELASTICA 1 UNIDAD TALLA L;8.97;Productos Varios;;;PRIM S.A.;0.00;     
188369;0;20.55;2;;8434048105809;RODILLERA PRIM AQTIVO SKIN ELASTICA CON ALMOHADILLADO Y ESTA;14.36;Productos Varios;;;PRIM S.A.;0.00;     
188370;1;23.95;2;;8434048105793;RODILLERA PRIM AQTIVO SKIN ELASTICA CON ALMOHADILLADO Y ESTA;14.25;Productos Varios;;;PRIM S.A.;0.00;     
188371;1;24.25;2;;8434048105786;RODILLERA PRIM AQTIVO SKIN ELASTICA CON ALMOHADILLADO Y ESTA;14.25;Productos Varios;;;PRIM S.A.;0.00;     
188373;2;10.10;2;;8434048105083;MUNEQUERA PRIM AQTIVO SKIN ELASTICA ENVOLVENTE 1 UNIDAD TALL;5.18;Productos Varios;;;PRIM S.A.;0.00;     
188378;0;14.15;2;;8434048105144;MUNEQUERA METACARPIANA PRIM AQTIVO SKIN ELASTICA 1 UNIDAD TA;7.93;Productos Varios;;;PRIM S.A.;0.00;     
188379;1;14.15;2;;8434048105137;MUÑEQUERA METACARPIANA PRIM AQTIVO SKIN ELASTICA 1 UNIDAD TA;7.93;Productos Varios;;;PRIM S.A.;0.00;
188380;1;13.95;2;;8434048105120;MUNEQUERA METACARPIANA PRIM AQTIVO SKIN ELASTICA 1 UNIDAD TA;7.83;Productos Varios;;;PRIM S.A.;0.00;     
188385;0;15.95;2;;8434048105861;TOBILLERA ELASTICA PRIM AQTIVO SKIN S;9.43;Productos Varios;;;PRIM S.A.;0.00;     
188386;1;18.10;2;;8434048105854;TOBILLERA ELASTICA PRIM AQTIVO SKIN CON ALMOHADILLAS MALEOLA;10.03;Productos Varios;;;PRIM S.A.;0.00;     
188387;1;18.10;2;;8434048105847;TOBILLERA ELASTICA PRIM AQTIVO SKIN CON ALMOHADILLAS MALEOLA;10.03;Productos Varios;;;PRIM S.A.;0.00;     
188392;1;19.20;2;;8434048105922;TOBILLERA ELASTICA PRIM AQTIVO SKIN CON ALMOHADILLAS MALEOLA;11.08;Productos Varios;;;PRIM S.A.;0.00;
188393;1;20.20;2;;8434048105915;TOBILLERA ELASTICA PRIM AQTIVO SKIN CON ALMOHADILLAS MALEOLA;11.08;Productos Varios;;;PRIM S.A.;0.00;     
188394;1;20.20;2;;8434048105908;TOBILLERA ELASTICA PRIM AQTIVO SKIN CON ALMOHADILLAS MALEOLA;11.08;Productos Varios;;;PRIM S.A.;0.00;     
188399;1;19.95;2;;8434048108923;CODERA ELASTICA PRIM AQTIVO SKIN 1 UNIDAD TALLA M;11.50;Productos Varios;;;PRIM S.A.;0.00;     
188400;1;19.95;2;;8434048108916;CODERA ELASTICA PRIM AQTIVO SKIN 1 UNIDAD TALLA L;11.37;Productos Varios;;;PRIM S.A.;0.00;     
188556;3;11.95;3;;8424730018890;IAP PHARMA POUR HOMME 1 ENVASE 150 ML N  66;6.50;Parafarmacia;;;IAP PHARMA PARFUMS SL;0.00;     
188560;2;11.95;3;;8424730018883;IAP PHARMA POUR FEMME 1 ENVASE 150 ML N  40;6.25;Parafarmacia;;;IAP PHARMA PARFUMS SL;0.00;     
188749;4;11.95;2;;3701145600076;BABYBIANE IMEDIA  7 SOBRES;6.58;Productos Varios;;;PILEJE S.L.U.;0.00;
188784;12;7.95;3;;8429420137974;PROTECTOR LABIAL ISDIN SPF 50+ 1 ENVASE 4 G;3.92;Parafarmacia;;;ISDIN, S.A.;0.00;     
188785;29;7.95;3;;8429420135444;PROTECTOR LABIAL ISDIN SPF 30 1 ENVASE 4 G;3.92;Parafarmacia;;;ISDIN, S.A.;0.00;     
188930;1;16.95;3;;3282770145250;KLORANE CHAMPU A LA CENTAUREA BIO 1 ENVASE 400 ML;9.04;Parafarmacia;;;PIERRE FABRE IBERICA S.A.;0.00;     
189103;2;6.50;3;;083078011833;CARMEX STRABERRY BALSAMO LABIAL HIDRATANTE  1 STICK 4,25 G;2.45;Parafarmacia;;;ADENOSIN TRIFOSFATO P FARMA S.L.;0.00;     
189136;0;4.45;3;;8470001891365;ISDIN HYGIENE GERMISDIN ORIGINAL 1 ENVASE 100 ML;2.41;Parafarmacia;;;ISDIN, S.A.;0.00;     
189212;0;25.95;3;;4005900550583;EUCERIN ANTI-PIGMENT DUAL SERUM 1 ENVASE 30 ML;0.00;Parafarmacia;;;BEIERSDORF S.A.;0.00;     
189308;1;9.50;3;;8470001893086;LACER PASTA CLORHEXIDINA 1 TUBO 75 ML;4.78;Parafarmacia;;;LACER S.A.U.;0.00;-    
189415;0;3.50;2;;4005800001710;ESPARADRAPO HANSAPLAST 1 UNIDAD 5 M X 2,5 CM;1.69;Parafarmacia;;;BEIERSDORF S.A.;0.00;     
189484;1;16.50;3;;5052197040425;DUREX PLAY CALOR PLEASURE GEL LUBRICANTE HIDROSOLUBLE INTIMO;8.74;Productos Varios;;;RECKITT BENCKISER HEALTHCARE S.A.;0.00;COL-5
189589;0;8.95;3;;3282770204209;KLORANE DESMAQUILLANTE DE OJOS AL ACIANO  1 ENVASE 100 ML;4.72;Parafarmacia;;;PIERRE FABRE IBERICA S.A.;0.00;
189597;1;5.60;3;;8427426006492;CEPILLO DENTAL ADULTO VITIS MEDIO ACCESS;3.01;Parafarmacia;;;DENTAID S.L.;0.00;
189605;0;9.50;3;;8470001896056;BLEFARIX VITALIZANTE 1 ENVASE 4 ML;6.65;Productos Varios;;;LABORATORIOS VIÑAS, S.A.;0.00;CRE-M
189621;0;15.95;3;;8436026215289;PERIOKIN SPRAY 1 FRASCO 40 ML CON DOSIFICADOR;8.51;Parafarmacia;;;LABORATORIOS KIN, S.A;0.00;COL-U
189701;15;12.50;2;;5420008524875;AROMAFORCE CAPSULAS NARIZ GARGANTA  30 CAPSULAS;7.27;Productos Varios;;;PRANAROM ESPAÑA S.L.U.;0.00;     
189837;0;20.85;2;;3578836111247;ARKOCAPSULAS OMEGA 3  100 CAPSULAS;11.84;Productos Varios;;;ARKOPHARMA LABORATORIOS S.A.U.;0.00;-    
189876;1;9.95;2;;8431306085002;OÛNE SOLUCION UNICA LENTES DE CONTACTO BLANDAS  2 ENVASES 36;5.32;Productos Varios;;;AVIZOR S.A.;0.00;
189906;0;27.50;3;;8470001899064;ISDIN SHAMPOO ANTICASPA GRASA NUTRADEICA 1 ENVASE 400 ML;14.49;Parafarmacia;;;ISDIN, S.A.;0.00;     
189919;0;7.95;2;;8436540335548;PHARYCALM  24 COMPRIMIDOS;4.55;Productos Varios;;;REVA HEALTH S.L.;0.00;     
190120;0;7.95;3;;8470001901200;ISDIN REPARADOR LABIAL STICK 1 ENVASE 4 G;3.92;Parafarmacia;;;ISDIN, S.A.;0.00;     
190220;0;19.95;3;;8410104891183;DUREX NATURALS INTIMATE GEL 2 U X 100 ML;10.43;Productos Varios;;;RECKITT BENCKISER HEALTHCARE S.A.;0.00;     
190237;1;5.50;3;;8470001902375;ACOFARMA VIVERA DESODORANTE 1 SPRAY 150 ML;2.45;Parafarmacia;;;ACOFARMA DISTRIBUCION S.A.;0.00;     
190238;2;12.95;2;;8470001902382;BASTON INGLES ACOFAR 1 UNIDAD;7.79;Productos Varios;;;ACOFARMA DISTRIBUCION S.A.;0.00;     
190239;0;15.20;3;;8437015942704;MARTIDERM ACNIOVER STICK CORRECTOR 1 ENVASE 15 ML;0.00;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
190247;0;11.95;3;;5420008525162;PRANABB BALSAMO PECTORAL 1 ENVASE 40 ML;5.31;Productos Varios;;;PRANAROM ESPAÑA S.L.U.;0.00;     
190287;5;28.95;3;;8470001902870;ISDIN FOTOPROTECTOR HYDRO OIL SPF 30 1 ENVASE 200 ML;15.38;Parafarmacia;;;ISDIN, S.A.;0.00;     
190327;1;16.50;3;;8437015476704;OZOAQUA ACEITE OZONIZADO  1 ENVASE 15 ML;8.79;Parafarmacia;;;OZOAQUA S.L.;0.00;     
190374;0;5.95;2;;8470001903747;ACOFAR KINESIOLOGY TAPE VENDAJE 1 UNIDAD 5 M X 5 CM COLOR AZ;3.63;Parafarmacia;;;ACOFARMA DISTRIBUCION S.A.;0.00;     
190376;1;6.95;2;;8470001903761;ACOFAR KINESIOLOGY TAPE VENDAJE 1 UNIDAD 5 M X 5 CM COLOR NE;4.23;Parafarmacia;;;ACOFARMA DISTRIBUCION S.A.;0.00;     
190380;0;6.00;2;;4052199587202;COSMOPOR ENTRY APOSITO ESTERIL 10 UNIDADES 10 CM X 6 CM;3.62;Parafarmacia;;;LABORATORIOS HARTMANN S.A.;0.00;
190414;1;19.50;3;;8470001904140;ALUNEB ISOTONICO KIT 15 VIALES 4 ML + 1 DISPOSITIVO;10.41;Productos Varios;;;LABORATORIOS CINFA S.A.;0.00;     
190441;0;15.95;2;;8434048173082;RODILLERA PRIM AQTIVO SKIN ELASTICA 1 UNIDAD TALLA XL;9.42;Productos Varios;;;PRIM S.A.;0.00;     
190443;2;12.95;2;;8434048131167;TOBILLERA ELASTICA PRIM AQTIVO SKIN 1 UNIDAD TALLA S;7.39;Productos Varios;;;PRIM S.A.;0.00;     
190444;2;13.50;2;;8434048131150;TOBILLERA ELASTICA PRIM AQTIVO SKIN 1 UNIDAD TALLA M;7.39;Productos Varios;;;PRIM S.A.;0.00;     
190445;2;13.50;2;;8434048131143;TOBILLERA ELASTICA PRIM AQTIVO SKIN 1 UNIDAD TALLA L;7.39;Productos Varios;;;PRIM S.A.;0.00;     
190449;1;15.95;2;;8434048105953;CINCHA EPICONDILITIS PRIM NEOPRAIR ONE SIZE 1 UNIDAD;8.36;Productos Varios;;;PRIM S.A.;0.00;     
190450;1;16.45;2;;8434048107025;CINCHA PATELAR PRIM NEOPRAIR ONE SIZE 1 UNIDAD;8.20;Productos Varios;;;PRIM S.A.;0.00;     
190458;1;36.00;2;;8434048106240;RODILLERA PRIM NEOPRAIR ONE SIZE 1 UNIDAD;20.16;Productos Varios;;;PRIM S.A.;0.00;     
190736;1;4.50;3;;8424657114019;HEMOFARM PLUS TOALLITAS 1 SOBRE 20 UNIDADES;2.08;Parafarmacia;;;FAES FARMA, S.A.;0.00;VAR-1
190749;0;18.95;3;;8434048169917;PLANTILLAS DEPORTE COMFORGEL HOMBRE 2 U;10.06;Productos Varios;;;PRIM S.A.;0.00;     
190750;2;16.45;3;;8434048169924;PLANTILLAS DEPORTE COMFORGEL  2 U;7.62;Productos Varios;;;PRIM S.A.;0.00;     
190752;2;16.45;3;;8434048169931;PLANTILLAS DIARIO COMFORGEL HOMBRE 2 U;7.62;Productos Varios;;;PRIM S.A.;0.00;     
190753;2;16.45;3;;8434048169948;PLANTILLAS DIARIO COMFORGEL MUJER 2 U;7.62;Productos Varios;;;PRIM S.A.;0.00;     
190754;2;19.15;3;;8434048169955;PLANTILLAS TRABAJO COMFORGEL HOMBRE 2 U;10.16;Productos Varios;;;PRIM S.A.;0.00;     
190755;2;16.45;3;;8434048169962;PLANTILLAS TRABAJO COMFORGEL MUJER 2 U;7.62;Productos Varios;;;PRIM S.A.;0.00;     
191012;0;9.95;2;;8436540335562;PHARYSOL TOS MONODOSIS 16 SOBRES 10 ML;4.25;Productos Varios;;;REVA HEALTH S.L.;0.00;     
191045;0;27.95;3;;4005800236396;EUCERIN SUN PROTECTION 50+ FLUID PIGMENT CONTROL 1 ENVASE 50;14.14;Parafarmacia;;;BEIERSDORF S.A.;0.00;     
191213;0;10.95;3;;4037566000539;PERA DE IRRIGACION PIC TODOGOMA N- 12;5.05;Dermofarmacia;;;ARTSANA SPAIN S.A.U.;0.00;-    
191256;0;10.95;2;;8470001912565;DULCOSOFT POLVO PARA SOLUCION ORAL 20 SOBRES 10 G;7.98;Productos Varios;;;OPELLA HEALTHCARE SPAIN S.L.;0.00;     
191397;0;12.75;2;;8470001913975;SONODINA EXPRESS 1 FRASCO 20 ML;0.00;Productos Varios;;;ANGELINI PHARMA ESPAÑA S.L.U.;0.00;     
191456;1;11.95;2;;8470001914569;ONIRIA 30 COMPRIMIDOS RECUBIERTOS;7.54;Productos Varios;;;ITALFARMACO S.A.;0.00;     
191529;0;10.95;2;;5420008524400;ACEITE ESENCIAL RAVINTSARA BIO 1 ENVASE 10 ML;5.87;Productos Varios;;;PRANAROM ESPAÑA S.L.U.;0.00;     
191552;0;29.00;3;;8470001915528;ISDIN SI-NAILS 1 ENVASE 2,5 ML;15.71;Parafarmacia;;;ISDIN, S.A.;0.00;     
191826;1;18.99;2;;8470001918260;AQUORAL FORTE MULTIDOSIS GOTAS OFTALMICAS LUBRICANTES ESTERI;11.33;Productos Varios;;;ESTEVE PHARMACEUTICALS S.A.;0.00;     
192071;0;2.30;2;;8430094313304;NUTRIBEN TERNERA CON PATATAS Y ZANAHORIAS 1 POTITO 235 G;1.32;Productos Varios;;;ALTER FARMACIA;0.00;     
192089;0;3.95;2;;8430094314189;NUTRIBEN CENA JUDIAS VERDES CON MERLUZA 2 POTITOS 190 G;2.30;Productos Varios;;;ALTER FARMACIA;0.00;     
192338;0;5.95;3;;;MINICURE BETER TIJERAS BEBE;2.78;Productos Varios;;;INDUSTRIAS BETER S.A.;0.00;     
192339;5;9.95;3;;8412122070229;MINICURE KIT BEBE CORTAUNAS Y LIMA BETER 1 UNIDAD;4.14;Productos Varios;;;INDUSTRIAS BETER S.A.;0.00;     
192471;1;15.95;3;;8410104881832;DUREX NATURALS INTIMATE GEL PURE 100 ML;7.30;Productos Varios;;;RECKITT BENCKISER HEALTHCARE S.A.;0.00;     
192472;4;15.90;3;;8410104892333;DUREX NATURALS INTIMATE GEL EXTRA SUAVE 100 ML;7.84;Productos Varios;;;RECKITT BENCKISER HEALTHCARE S.A.;0.00;     
192473;2;15.90;3;;8410104892258;DUREX NATURALS INTIMATE GEL EXTRA HIDRATANTE 100 ML;7.84;Productos Varios;;;RECKITT BENCKISER HEALTHCARE S.A.;0.00;     
192772;0;23.95;2;;3175681249332;BLACK BEE PHARMACY JALEA ENERGIA  20 VIALES 10 ML;11.02;Productos Varios;;;NUTRITION & SANTE IBERIA, S.L.;0.00;     
192774;0;28.50;2;;3175681249370;BLACK BEE PHARMACY JALEA IMNUNO +  20 VIALES 10 ML;17.26;Productos Varios;;;NUTRITION & SANTE IBERIA, S.L.;0.00;     
192775;4;19.95;2;;3175681249356;BLACK BEE PHARMACY JALEA KIDS  20 VIALES 10 ML;9.05;Productos Varios;;;NUTRITION & SANTE IBERIA, S.L.;0.00;     
192776;0;23.95;2;;3175681249431;BLACK BEE PHARMACY JALEA VITALIDAD  20 VIALES 10 ML;17.68;Productos Varios;;;NUTRITION & SANTE IBERIA, S.L.;0.00;     
192806;1;71.05;3;;8437015942902;MARTIDERM EPIGENCE OPTIMA SPF 50+ 30 AMPOLLAS;0.00;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
192949;1;19.95;2;;3701145600267;LACTIBIANE CND 10M PILEJE 30 CAPSULAS;11.90;Parafarmacia;;;PILEJE S.L.U.;0.00;     
193298;3;11.95;3;;8424730021531;IAP PHARMA POUR FEMME 1 ENVASE 150 ML N  68;6.25;Parafarmacia;;;IAP PHARMA PARFUMS SL;0.00;     
193340;46;12.20;2;;8437010164514;BANOFTAL OJO IRRITADO 1 ENVASE 10 ML;5.51;Parafarmacia;;;REVA HEALTH S.L.;0.00;     
193344;0;9.95;3;;3282770206418;KLORANE BEBE CHAMPU DESENREDANTE 1 ENVASE 200 ML;5.04;Productos Varios;;;PIERRE FABRE IBERICA S.A.;0.00;     
193346;0;16.95;3;;3282779382847;KLORANE CHAMPU AL CUPUACU BIO 1 ENVASE 400 ML + REGALO;9.68;Parafarmacia;;;PIERRE FABRE IBERICA S.A.;0.00;     
193348;0;29.95;3;;3282770144819;KLORANE MASCARILLA REPARACION CUPUACU BIO 1 ENVASE 150 ML;15.92;Parafarmacia;;;PIERRE FABRE IBERICA S.A.;0.00;     
193442;0;17.95;3;;8437015942636;MARTIDERM MOISTURISING MASK 10 UNIDADES 25 ML;8.57;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
193511;0;18.95;3;;8001841013800;PANAL INFANTIL DODOT PRO SENSITIVE TALLA  0 <3 KG 38 UNIDADE;8.09;Productos Varios;;;PROCTER AND GAMBLE ESPAÑA, S.A;0.00;     
193512;2;24.10;3;;8001841013848;PANAL INFANTIL DODOT PRO SENSITIVE TALLA 1 2-5 KG 38 UNIDADE;13.02;Productos Varios;;;PROCTER AND GAMBLE ESPAÑA, S.A;0.00;     
193513;1;18.50;3;;8001841013886;PANAL INFANTIL DODOT PRO SENSITIVE TALLA  2 4-8 KG 36 UNIDAD;13.02;Productos Varios;;;PROCTER AND GAMBLE ESPAÑA, S.A;0.00;     
193613;0;29.95;3;;8437019178062;MARTIDERM PROTEOS SCREEN SPF50+ FLUID CREAM  1 ENVASE 40 ML;17.89;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
193636;4;10.50;3;;5420008552311;AROMAFORCE CAPSULAS PARA INHALACION BIO  15 CAPSULAS;4.56;Productos Varios;;;PRANAROM ESPAÑA S.L.U.;0.00;     
193637;7;10.70;2;;5420008528057;AROMAFORCE BRONQUIOS BIO  30 CAPSULAS;5.01;Productos Varios;;;PRANAROM ESPAÑA S.L.U.;0.00;     
193674;0;4.70;3;;8470001936745;TIJERA ACOFARCARE 1 UNIDAD;2.42;Parafarmacia;;;ACOFARMA DISTRIBUCION S.A.;0.00;     
193678;0;1.95;3;;8470001936783;LIMA ACOFARCARE 1 UNIDAD;0.90;Parafarmacia;;;ACOFARMA DISTRIBUCION S.A.;0.00;     
193841;0;31.50;2;;8430022004809;CYSTOP PROBIOTIC ALTA RECURRENCIA 60 COMPRIMIDOS BICAPA;18.85;Productos Varios;;;LABORATORIOS DEITERS S.L.;0.00;     
193844;0;15.95;3;;8429420165472;ISDINCEUTICS INSTANT FLASH 5 AMPOLLAS 2 ML;8.49;Parafarmacia;;;ISDIN, S.A.;0.00;     
193902;0;32.07;3;;8415001342011;MANTECA DE KARITE AFRICA OURO KARITE  1 ENVASE 100 ML;9.81;Parafarmacia;;;AOKLABS S.L.;0.00;     
193903;0;27.95;3;;8415001342004;MANTECA DE KARITE AFRICA OURO KARITE  1 ENVASE 200 ML;15.01;Parafarmacia;;;AOKLABS S.L.;0.00;     
194073;28;10.95;2;;5420008525902;AROMAFORCE JARABE RESPIRACION FACIL BIO  1 ENVASE 150 ML;4.18;Productos Varios;;;PRANAROM ESPAÑA S.L.U.;0.00;     
194143;0;2.50;3;;8470001941435;ACOFARCARE CREMA DE MANOS Y UÑAS  1 ENVASE 30 ML;0.98;Parafarmacia;;;ACOFARMA DISTRIBUCION S.A.;0.00;     
194525;1;15.95;2;;8470001945259;PRODEFEN PLUS 10 SOBRES;9.63;Productos Varios;;;ITALFARMACO S.A.;0.00;     
194635;4;12.95;3;;8436540338785;BANOFTAL OJO SECO 30 MONODOSIS 0,5 ML;5.83;Productos Varios;;;REVA HEALTH S.L.;0.00;     
194756;1;6.40;2;;8434048247134;VENDAJE TUBULAR PRIM AQTIVO SKIN 1 UNIDAD COLOR BEIGE TALLA;5.61;Parafarmacia;;;PRIM S.A.;0.00;     
194944;0;16.50;3;;8436026216231;GINGIKIN B5 ENJUAGUE BUCAL  1 FRASCO 500 ML SABOR MENTA SUAV;8.86;Parafarmacia;;;LABORATORIOS KIN, S.A;0.00;COL-U
195277;0;16.95;2;;8470001952776;SUPRADYN MEMORY 50+ 30 COMPRIMIDOS;10.14;Productos Varios;;;BAYER HISPANIA S.L.;0.00;     
